"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -4.64148422619E-002, +0.00000000000E+000
+3.00973681049E+005, -9.29950796178E-001, +0.00000000000E+000
+3.01947362099E+005, +2.40571715660E-001, +0.00000000000E+000
+3.02921043148E+005, -5.55920148481E-002, +0.00000000000E+000
+3.03894724198E+005, -5.44525290366E-001, +0.00000000000E+000
+3.04868405247E+005, -1.18741791781E+000, +0.00000000000E+000
+3.05842086296E+005, +4.31218112971E-001, +0.00000000000E+000
+3.06815767346E+005, -1.12004701393E+000, +0.00000000000E+000
+3.07789448395E+005, -8.20104969867E-001, +0.00000000000E+000
+3.08763129445E+005, -8.66009258180E-001, +0.00000000000E+000
+3.09736810494E+005, -5.24813289124E-001, +0.00000000000E+000
+3.10710491544E+005, -1.47508303089E-001, +0.00000000000E+000
+3.11684172593E+005, -8.75110823781E-001, +0.00000000000E+000
+3.12657853642E+005, -1.35618204420E-001, +0.00000000000E+000
+3.13631534692E+005, -3.24707091448E-001, +0.00000000000E+000
+3.14605215741E+005, -4.06980297497E-001, +0.00000000000E+000
+3.15578896791E+005, -9.24840652367E-001, +0.00000000000E+000
+3.16552577840E+005, -3.65394082282E-001, +0.00000000000E+000
+3.17526258889E+005, -2.93653855281E-001, +0.00000000000E+000
+3.18499939939E+005, -3.50791353343E-001, +0.00000000000E+000
+3.19473620988E+005, -9.18399532917E-001, +0.00000000000E+000
+3.20447302038E+005, -4.17443405271E-001, +0.00000000000E+000
+3.21420983087E+005, -1.05087268408E-001, +0.00000000000E+000
+3.22394664136E+005, -3.02480312389E-003, +0.00000000000E+000
+3.23368345186E+005, -4.79147345199E-001, +0.00000000000E+000
+3.24342026235E+005, -4.48145608508E-001, +0.00000000000E+000
+3.25315707285E+005, -8.91887945656E-001, +0.00000000000E+000
+3.26289388334E+005, -2.98430488029E-001, +0.00000000000E+000
+3.27263069384E+005, -8.45837706572E-001, +0.00000000000E+000
+3.28236750433E+005, +2.93050127434E-002, +0.00000000000E+000
+3.29210431482E+005, -1.21992277531E+000, +0.00000000000E+000
+3.30184112532E+005, +9.38857833827E-002, +0.00000000000E+000
+3.31157793581E+005, -1.28880458858E+000, +0.00000000000E+000
+3.32131474631E+005, -1.03611075967E+000, +0.00000000000E+000
+3.33105155680E+005, +6.86535963784E-001, +0.00000000000E+000
+3.34078836729E+005, -1.62117090685E+000, +0.00000000000E+000
+3.35052517779E+005, +6.81247324021E-001, +0.00000000000E+000
+3.36026198828E+005, -9.63284655320E-001, +0.00000000000E+000
+3.36999879878E+005, +9.53237802835E-001, +0.00000000000E+000
+3.37973560927E+005, -6.08665834484E-001, +0.00000000000E+000
+3.38947241976E+005, -1.10269094056E+000, +0.00000000000E+000
+3.39920923026E+005, -1.56728344695E+000, +0.00000000000E+000
+3.40894604075E+005, +3.50530150079E-001, +0.00000000000E+000
+3.41868285125E+005, -6.31967449061E-001, +0.00000000000E+000
+3.42841966174E+005, -4.99178394397E-001, +0.00000000000E+000
+3.43815647223E+005, -2.79907697503E-001, +0.00000000000E+000
